"","AAPL","AAL","AEP","F","FB","JPM","KO","LMT","M","MSFT","MU","NKE","SPG","T","TIF"
"2013-02-01",-0.0309337021668971,-0.0595238095238095,0.0331198932850543,-0.0262548262548262,-0.120400258231117,0.0397449317692866,0.0397421836873157,0.0130079079196073,0.0402429784987586,0.0127503820491663,0.108465608465609,0.00758556891766893,-0.00824077171436788,0.0321931292844746,0.021444927756654
"2013-03-01",0.00285455364105935,0.263588905435592,0.0393246411770756,0.0428231562252182,-0.0612844036697249,-0.0298446250958554,0.0444214348031653,0.0968181477272727,0.0180049157180009,0.0291367636380131,0.190930787589499,0.0835475211164158,-0.00188840089503994,0.0217209412419941,0.0354377137916788
"2013-04-01",0.000271043233704527,-0.00412486765615028,0.0575776052317991,0.0425855513307984,0.0856137607505865,0.0326590609494113,0.0467359803841736,0.0266265963518419,0.0659655353728488,0.156938023175882,-0.0561122244488979,0.0777834291741544,0.123044888888144,0.0209866454343595,0.059534065868075
"2013-05-01",0.0156963756004258,0.0396449704142012,-0.109080303324908,0.143690736688548,-0.123154483255311,0.113854360899994,-0.0552799406907659,0.0680190359478872,0.0838565508455853,0.0543807887843377,0.239915074309979,-0.0305031141667647,-0.0653114012721759,-0.0659369211408684,0.0556460233441911
"2013-06-01",-0.118293237207872,-0.0654524758110414,-0.0226975338280228,-0.0133928571428571,0.0217658726899383,-0.032973053672834,0.00300072503122162,0.0248511475980129,-0.00703351261894913,-0.0103152143085838,0.226883561643836,0.032760298410639,-0.0511895748542227,0.0117176329398325,-0.0635125104591477
"2013-07-01",0.141225072176631,0.178440925700365,0.0350602732259999,0.0911440853264383,0.47909969771301,0.0556923459804444,-0.000747918206234766,0.107505108865066,0.00708333333333333,-0.0781702640946651,-0.0760642009769714,-0.0119347047738694,0.0135511559707144,-0.00367237267387721,0.0915706530241984
"2013-08-01",0.0766579607905629,-0.164857881136951,-0.0765911359909875,-0.0408766611893758,0.122010927228558,-0.0933070339135116,-0.0474052371554273,0.0191474770442688,-0.0808853951179148,0.0489950376884423,0.0249244712990937,-0.00158928803526026,-0.0901537599625615,-0.0408278423589453,-0.0301848942224905
"2013-09-01",-0.0214893327873212,0.173267264851485,0.0128504442254778,0.0420012327361807,0.216517287078777,0.0229566598645687,-0.00785749083289677,0.0419049590247502,-0.0261084852577087,-0.00359290397647294,0.287398599852616,0.156319643425661,0.0178534663458334,-0.000295654726830907,-0.00635453240365025
"2013-10-01",0.0963817449976609,0.158755282634772,0.0805075469668997,0.0142264366196541,-0.000398188333665006,-0.00290187662801089,0.0446145447567439,0.0453939072035929,0.0656344118326784,0.064002435817381,0.0120206646834953,0.0429515693832598,0.0426365278080107,0.0703725901833234,0.0332810610827046
"2013-11-01",0.0638415967018173,0.0687301351265424,0.00469686165670358,-0.00175341895070624,-0.0637323454238666,0.110205663364267,0.0156684104119282,0.0624718932794928,0.155063909020518,0.0768144874329286,0.19343891402715,0.0446145447567439,-0.0304109670616447,-0.0273481207914883,0.125931555536985
"2013-12-01",0.00890179692060911,0.0753833049403747,-0.00679980861028884,-0.0966042154566744,0.162518705063548,0.0220202547707049,0.0278676792203951,0.0493400585775401,0.00262868954670248,-0.0188827952037033,0.0308056872037914,-0.0063179176143543,0.0154154232604473,-0.00142002276114828,0.0408346425940616
"2014-01-01",-0.107696738468136,0.328712831683168,0.0442875248486296,-0.0304601425793907,0.144922190487752,-0.0533515560875513,-0.0844831981485549,0.0151352074496109,-0.00374533693837686,0.0114942528735633,0.0593103908045978,-0.0736266785350966,0.0176131269999189,-0.0523321956769055,-0.103362762485048
"2014-02-01",0.0512185384172634,0.100745189291958,0.0284777703651349,0.0287433155080214,0.0941345533003035,0.0263728138299708,0.0100476203067161,0.0754754403160709,0.0875939833159025,0.0124207452431289,0.0499131922780731,0.0748113404203525,0.041655909261324,-0.0417166866746699,0.120927969204761
"2014-03-01",0.0199528742374726,-0.00893587868941237,0.00916332651069074,0.0136452241715399,-0.120070071867807,0.0684617916226682,0.0120418583235116,0.00579175590033709,0.0247148284701897,0.0699556494399465,-0.0219099205494038,-0.0567050290316716,0.0168019569005948,0.0983401190103352,-0.0761393887399464
"2014-04-01",0.0993963794084702,-0.0418032263280451,0.0621792538491908,0.0352564102564101,-0.00763617172522668,-0.0779113667914902,0.0550957320227625,0.00551331764538965,-0.0313712425135563,-0.0143937538719807,0.103972992392223,-0.0123206607094504,0.0560975905069014,0.0179641003706872,0.0155542190236977
"2014-05-01",0.072717782433531,0.145138294838894,-0.00854865250792325,0.0179567182662539,0.058882570406199,-0.00732404430153621,0.00294187293596782,-0.00298528696835187,0.0428347379418423,0.0133662617145416,0.0945635109278902,0.0542838686379092,0.02163387899828,-0.00644257685034788,0.136244213881454
"2014-06-01",0.0276618981075607,0.0697210906374504,0.0453608639310541,0.0486617366994078,0.0630332079468121,0.0368903904984703,0.0354436812515277,-0.0178429459642998,-0.0312238943266638,0.018563801137367,0.152500909408884,0.00832141420770172,-0.00108138887678877,-0.00310121220464599,0.00844981356202346
"2014-07-01",0.0287312816098138,-0.095670416565885,-0.067778339609109,-0.0127610208816704,0.079655237336079,0.000867736911970507,-0.0724740303948529,0.0388229027268812,-0.00396413305756649,0.035011965587243,-0.07283769126441,-0.00541593782509675,0.0114866671366771,0.00650449642238438,-0.0263341546134663
"2014-08-01",0.0721757546480284,0.000772278032034945,0.0328909200657466,0.0229142185663924,0.0298692077117904,0.0308653209941154,0.0618477968478546,0.0421033656219478,0.0778681419299507,0.0525949953660798,0.067103079119577,0.0184105540881772,0.0109399903568586,-0.017701629671256,0.034115366928436
"2014-09-01",-0.0170731707317073,-0.0874485831417546,-0.0277467778818105,-0.150488225157955,0.0564020449077789,0.0132884943096974,0.0225311356056772,0.0504597643678162,-0.0659817135016582,0.0204710763812459,0.0509202485227147,0.135582322822033,-0.0329941835734529,0.00800923935953191,-0.0458688716887484
"2014-10-01",0.0719602977667493,0.165445264937993,0.117410479168942,-0.0473292765382014,-0.0512399158496974,0.00398403041221673,-0.0182840834505391,0.0426195866211816,-0.00618769336541769,0.0127264880775133,-0.0341505565762146,0.0422646431508809,0.0899526163477997,-0.0113507939074462,-0.00197274430428285
"2014-11-01",0.101203703703704,0.173639694009175,-0.0135413267055194,0.11639460610362,0.036138139382268,-0.00529100529100535,0.070439372721123,0.00519489407375628,0.122621999308198,0.0183173585022927,0.0864309761257176,0.067978894955816,0.00887225008590065,0.0154994546498277,0.122763156800983
"2014-12-01",-0.0718910535609182,0.105089678654228,0.0550825726339284,-0.0146217418944692,0.00411840427741605,0.0402260970744681,-0.0582199617122479,0.00527254651568754,0.0129409328029004,-0.0284459312184494,-0.0261475097038244,-0.0316245140497533,0.00724556403906695,-0.0505935825157268,-0.00982206282101683
"2015-01-01",0.0614242361322042,-0.0848405540771853,0.0344202892882033,-0.0509677419354838,-0.0270442589224914,-0.131032290475159,-0.0248698004531076,-0.0218103123400728,-0.0284410494296577,-0.130247553708341,-0.163953108480612,-0.0405616424220148,0.0908791549564594,-0.0199464721643348,-0.189219556529856
"2015-02-01",0.0964493224155232,-0.024042378808379,-0.0832669784545935,0.110808973487423,0.0403108528356815,0.126884845037057,0.0517367282845145,0.0620056713384742,-0.00250469626636352,0.0853959363665378,0.0478305432183124,0.052791349593496,-0.0417799397607984,0.0498178341323108,0.0182364037192566
"2015-03-01",-0.0313716859753868,0.101878847520716,-0.0230983319521246,-0.0122399632802938,0.0411548684164256,-0.0114229277320973,-0.0635103940764525,0.0145463831860078,0.0186755019040254,-0.0727479622690064,-0.115422269318552,0.0330518938827864,0.0277369088687911,-0.0552661731693815,-0.00238040124257077
"2015-04-01",0.00578640199308844,-0.0850700660301263,0.0110222044444444,-0.0210656146880801,-0.0419606416691723,0.0442389552908895,0.000246658452445425,-0.0806070183077988,-0.00431377265051469,0.196261657648795,0.0368595664157598,-0.0148510512339071,-0.0723266922527432,0.0609493683951383,-0.00602203145047087
"2015-05-01",0.0409907864004668,-0.122592708167473,-0.0101986637981126,-0.0398734177215191,0.00533204285890743,0.0398356161819671,0.00986188338604843,0.00857444238238658,0.0358966440923707,-0.0365953543707928,-0.00710981184179926,0.0286321541332317,-0.000495955686375171,-0.00288677837432982,0.0714448992417158
"2015-06-01",-0.0372275025884825,-0.0573519012827921,-0.0589802796414943,-0.010547132498352,0.0830912341686769,0.0301003805123194,-0.0422363047420974,-0.0122210575805695,0.0077670503853795,-0.0578318169476778,-0.325456498388829,0.0624569501811143,-0.046196197779367,0.0283728712109768,-0.0205910587669563
"2015-07-01",-0.0329267081240533,0.00400598407626407,0.0679629777616957,-0.0119920053297802,0.0960709489123568,0.0113635917543213,0.0471578383889881,0.114039874579017,0.0235659845328888,0.0577576191276277,-0.0175159235668789,0.0666543812869609,0.0820714175916908,-0.0219594031531534,0.0424835933828891
"2015-08-01",-0.0690849529492592,-0.0279301260813031,-0.0293441753579636,-0.064733648010789,-0.0455270599824049,-0.0646432374820261,-0.0428432793162961,-0.028585286472662,-0.151317655699903,-0.068094238370573,-0.113452188006483,-0.0301163160889374,-0.0421963142709308,-0.0374209247310924,-0.140543337739081
"2015-09-01",-0.0232022232235605,-0.00384807593637759,0.0355126752868331,-0.0216294160057677,0.00189456139882216,-0.0488299079198099,0.0203458545269584,0.0304702515821242,-0.124381519802397,0.0170036305147059,-0.0871419865935406,0.10040270246085,0.0245371058902535,-0.0257176144054311,-0.0611550030395137
"2015-10-01",0.0834088553923249,0.190316729831742,-0.00369326409262627,0.0913780397936625,0.134260275099883,0.0537969320354774,0.0555832267094523,0.0603926685677745,-0.0066250974279034,0.189335774484219,0.105473898531375,0.0655444081394747,0.096560014715001,0.0285449951783305,0.0675990796736716
"2015-11-01",-0.0100418158995815,-0.107312914164584,-0.0112975106338037,-0.0324105334233626,0.0222614198071842,0.0378210116731519,0.00637546665291455,-0.00304780054544151,-0.233424833267948,0.0324847840517626,-0.0380434201717043,0.00953980019140355,-0.0755485032818449,0.0047746944061291,-0.0334789171887696
"2015-12-01",-0.110228238962936,0.0264178393804091,0.0403499746598812,-0.0167480809490579,0.0040292211057027,-0.00974806538692263,0.00797747555085593,-0.00917142710035723,-0.104913044784389,0.0207912059168796,-0.111111111111111,-0.0550347604329416,0.0440291923316904,0.0219780826835807,-0.0425451681726908
"2016-01-01",-0.0752423128397812,-0.0793387522710155,0.0463360391281964,-0.152590489709014,0.0721383022305253,-0.0988944282734278,-0.000931121995603523,-0.0283214099467117,0.155231560891938,-0.0070295602018744,-0.221045197740113,-0.00784003199999994,-0.0419666885212231,0.0479512060447544,-0.163193090009266
"2016-02-01",-0.00667756345500559,0.0515516259783726,0.0127931603609452,0.0477386934673367,-0.0471437576610262,-0.0537815294117647,0.00489289398382553,0.0227013886255925,0.069289755011136,-0.0764203848248322,-0.0362647325475973,-0.00677306907831221,0.0185204907586456,0.0246810863926488,0.017857189849624
"2016-03-01",0.127210629285125,0.000243853658536741,0.0753036761133603,0.079136690647482,0.0671530128535915,0.0518650453261997,0.0755853912454119,0.0264609443682589,0.0203656797122351,0.0854952616844484,-0.0150517403574788,-0.00194835200519561,0.0946608674360589,0.0600811079815669,0.129270446478742
"2016-04-01",-0.139921096245914,-0.154108737093818,-0.0436747276001588,0.00444444444444447,0.0304995973794846,0.0672070235189628,-0.0342746288914557,0.0491196613995486,-0.102063960081651,-0.0970487235198262,0.026743075453677,-0.0411583204626921,-0.03139296036022,-0.00893535914911203,-0.0276642011855084
"2016-05-01",0.0652869973391721,-0.0801383418892575,0.0193701259842518,-0.00516224188790559,0.0104609285514385,0.0327531007475776,-0.00446430813536403,0.0165676517650475,-0.161151831270523,0.0627632055897975,0.183255813953488,-0.0631149993741941,-0.0175473432176502,0.0085008243173621,-0.13160475491534
"2016-06-01",-0.0426597532279215,-0.112817329990599,0.0828053877890289,-0.0681986656782801,-0.0381280959200082,-0.0479546214779204,0.0163678034245651,0.0505439707157256,0.0120446254755984,-0.0345283396226416,0.0817610062893082,-0.000362187606624653,0.0974498841198639,0.103703621777593,-0.0213040674839262
"2016-07-01",0.0900627738506856,0.253973905120943,-0.0112711234852974,0.00715990453460624,0.0845292534523037,0.0294496625273521,-0.0375027779614923,0.0183744934389691,0.0660517980942639,0.107680324709022,-0.00145348837209303,0.0054347643942978,0.0467496509013274,0.00185146961007776,0.0639841369390524
"2016-08-01",0.0181364458126518,0.0225351830985916,-0.0682540085892928,-0.00473933649289104,0.0175891638278334,0.0551821001222119,-0.00458402464854402,-0.0386182691191116,0.00976829417983294,0.0137614502470007,0.200145560407569,0.0385585405405406,-0.0509601495627249,-0.0556710543850529,0.106168727813177
"2016-09-01",0.0655042896419282,0.00854000023526158,-0.0055753600743379,-0.042063492063492,0.0170472641044894,-0.0134815407407407,-0.0255583697904674,-0.01337613691659,0.0240464068546158,0.00243646018859134,0.0782292904790782,-0.0865717745761933,-0.0392630341148975,-0.00660469651162687,0.0176543918598406
"2016-10-01",0.00433434751877004,0.108986530756992,0.0098115092635338,-0.0273405136702568,0.0212052772680977,0.0400962030392673,0.00189040642722116,0.0277824293851894,-0.0151146292878444,0.0402777791763118,-0.0348706954515918,-0.0469136164515246,-0.101685853381138,-0.0940654987917878,0.0108770622694643
"2016-11-01",-0.0265985905707364,0.143842396248394,-0.08929668965433,0.0187393526405453,-0.0959615735566999,0.157522317137675,-0.0483491486627761,0.0765889869999798,0.156481191752196,0.0056742324991399,0.138111946386946,-0.00219210840972495,-0.0339320970234207,0.0500135892901987,0.123399690095333
"2016-12-01",0.0479551496911459,0.00538329038293051,0.0662150730942435,0.0142140468227425,-0.0284579889960815,0.066358988807758,0.0408922449017222,-0.0577191253534401,-0.151421797359673,0.0311981590175294,0.122375774583934,0.0329538845616137,-0.0110214086620009,0.0453015779109092,-0.0612269982579897
"2017-01-01",0.0477464859264376,-0.0522595641948932,0.0174713948137133,0.0189612530915086,0.132724933523035,-0.0100596680327446,-0.0102380952380953,0.00556133467583164,-0.175090751882414,0.0403927106596831,0.0999088047445256,0.0228151774397685,0.034333348728917,0.0440812024744626,0.0166602221361227
"2017-02-01",0.128883454946575,0.047683638418079,0.0454262112215489,0.0137540453074434,0.0400551390393955,0.0707787570877498,0.00938174164060634,0.0606771371449717,0.124576840738766,-0.0103635263615306,-0.0277892978934344,0.0805292597153398,0.0034281438008783,-0.00877606736242886,0.167047787512096
"2017-03-01",0.0486896763015665,-0.0875755373689486,0.00238906969704256,-0.0710295291300876,0.0480301780744521,-0.0306776308537531,0.0114394664308737,0.00382631498890418,-0.107766462740323,0.0293841981869334,0.232935100983998,-0.0250174947515746,-0.0670824045688417,-0.00574304843878792,0.0373353639707621
"2017-04-01",-6.96784054105004e-05,0.00756501199917281,0.0104276036240549,-0.0146048109965635,0.0577261304246506,-0.00956279642817837,0.0167295715534772,0.00691332570448444,-0.0141700409639015,0.0394776489602544,-0.0425605536332179,-0.00574197021352951,-0.0393536245966031,-0.0462093392589492,-0.0383001142193039
"2017-05-01",0.063418039544088,0.135851739461561,0.0582337738984589,-0.0305143853530951,0.00805329118136422,-0.0557471034482758,0.0537659071255663,0.0433475319347916,-0.195756303756205,0.0201577128273112,0.112034694615107,-0.0436743909041689,-0.0666222639060349,-0.027756799703336,-0.0511729721511627
"2017-06-01",-0.0572138733049841,0.039454658128486,-0.0321816387877075,0.00629496402877705,-0.00316922605186454,0.112598901701792,-0.0136354296539383,-0.0125209687240606,-0.0110638297872341,-0.0130297258321721,-0.0295742281442963,0.113417583943477,0.0486871636952999,-0.0207630163706986,0.079461868439074
"2017-07-01",0.032703734683968,0.00238471780604144,0.0154023317201335,0.00268096514745308,0.121009434918782,0.00437637846003547,0.0220736241727371,0.0523036662388061,0.0219449225473323,0.054693123458581,-0.0582719337484283,0.00084744067796616,-0.0201532832638873,0.0336602173336868,0.017470959279718
"2017-08-01",0.102669296111593,-0.11300549391367,0.043804876044728,-0.0169340463458112,0.016070906942393,-0.00991289727953493,-0.00632637434554983,0.0453907841476264,-0.125473684210526,0.0284731786165,0.136913153025848,-0.105673126260341,-0.0104100567823343,-0.039487205128205,-0.0430321423299729
"2017-09-01",-0.0602439329268294,0.061466246693507,-0.0460410041847483,0.0852221214868543,-0.00639649935223296,0.0508307080078194,-0.0118551264951728,0.0160450367049492,0.0505536831969187,-0.00374480421605483,0.230215928377101,-0.0181784317709064,0.0265220837798374,0.0456486664615232,0.0041575163204044
"2017-10-01",0.0968076724892186,-0.0141082748322477,0.0593679686608191,0.0250626566416039,0.0537835972898577,0.0533975384065011,0.0215508118885053,-0.00686456198465601,-0.140238313473877,0.116659984337763,0.126620868211499,0.0605593851710466,-0.0352772695881395,-0.140924081742358,0.0200479845287425
"2017-11-01",0.0166233620229741,0.0783853481418197,0.0432736571281465,0.0203748981255094,-0.0159946963900334,0.0388628959460999,-0.00456720313179626,0.0355659101042847,0.268656663113006,0.0119018754508295,-0.0433311206650615,0.0987451500729168,0.0413313456340521,0.0811292373771626,0.00939966857296515
"2017-12-01",-0.0152459116003756,0.0305010286987115,-0.0522993321769677,-0.00239616613418525,-0.00406358521529016,0.0231535119542723,0.00240334280096133,0.00604785983404121,0.0584034478320776,0.0162766191345283,-0.0299598969087025,0.0352532451258936,0.0617620092735702,0.0687190745266884,0.0999999682539683
"2018-01-01",-0.0106364299624518,0.0440130894486468,-0.0651080739431832,-0.121697357886309,0.0591068320653529,0.0816345225054325,0.0372711195015014,0.10527961147284,0.0301707014620602,0.110708450891881,0.0632296221602535,0.0906475154380098,-0.048736518902512,-0.0367798344449631,0.0259740748236867
"2018-02-01",0.0638475927070008,-0.00128865979381443,-0.0465251097197604,-0.0328167730173201,-0.0458558084748023,-0.00146968101443212,-0.091825992855642,-0.00679161324292044,0.133333289659604,-0.0130513101136446,0.116422687181549,-0.0174435939981882,-0.0603537999741016,-0.0307076627314375,-0.0526019774476891
"2018-03-01",-0.0580507314745882,-0.0422119999999999,0.0458980467856651,0.0442978322337417,-0.103914385781737,-0.0478787792207792,0.00485883838827306,-0.0411701535514121,0.0112206732403943,-0.026660979844118,0.0682236822736391,-0.00880198431749935,0.00547202805915026,-0.0179062539368113,-0.0334520681566501
"2018-04-01",-0.0150196925439248,-0.173787512967427,0.0202654480399735,0.0144404332129964,0.0764128389441758,-0.0108211511246599,-0.00506564586691216,-0.0505725959636855,0.0447209145931406,0.0246521318500756,-0.118143443002368,0.0293497432465459,0.0128927108690879,-0.0827489715147842,0.0529387445038401
"2018-05-01",0.130763649121495,0.0142092010249242,-0.0290083725775204,0.0275800711743772,0.114999994186046,-0.0162713459852118,-0.0048599630840076,-0.0196359153426744,0.123591889282266,0.0568862186768462,0.252501087429317,0.0498611500199029,0.0248177376184657,-0.0116208253326965,0.271807803718607
"2018-06-01",-0.00941828033976233,-0.12815805860914,0.0191317594907325,-0.0415584415584416,0.0132443842592782,-0.026259274343346,0.020000023255814,-0.0607554379512972,0.0721856201661415,-0.00232694262755739,-0.0894252648029172,0.109749257252816,0.0622269438133383,-0.00649749381188125,0.00627012544938155
"2018-07-01",0.0279833178759477,0.0416228145843733,0.0272924043321301,-0.0930442637759712,-0.111877337468396,0.103166989534558,0.0631554933161083,0.103814824921991,0.0614480363344909,0.0757529756033568,0.00667433269783246,-0.0347640060240965,0.0353722599991508,-0.00436007460728494,0.0452886909442847
"2018-08-01",0.196226881988482,0.0237733681392673,0.00829356210702215,-0.0557768924302787,0.0182523697038779,-0.0032187473654306,-0.0441775885872273,-0.0174486411999637,-0.0800402970047822,0.058917796777568,-0.00511462388492834,0.068781598295067,0.0387037723686148,-0.000938317201699124,-0.108389039086785
"2018-09-01",-0.00830294758373362,0.0209980731225297,-0.0118500761808137,-0.0242616033755275,-0.0641324148212011,-0.0151859484170719,0.0363472963877047,0.0797415395307071,-0.04979477564418,0.0181607848631571,-0.138804265041889,0.0306569840872379,-0.0343113098088363,0.0513463039653632,0.0515287313244397
"2018-10-01",-0.0304775575777984,-0.151221865413895,0.0349887712325947,0.0324324324324325,-0.0770400915767928,-0.033853235868601,0.0365880501534541,-0.150624310196609,-0.0126691333141377,-0.0661012923117612,-0.166040216670351,-0.114258733306672,0.0383027100424329,-0.086360983540144,-0.137008590082898
"2018-11-01",-0.18404458930803,0.144811793340263,0.059705519905868,-0.0146596858638744,-0.0736543416271189,0.0199046510705738,0.0526315987336758,0.0223923323656492,-0.00204141143069647,0.0381986806141501,0.0222693525379281,0.00106612471926804,0.0118243131686069,0.0182529335071708,-0.182389959144925
"2018-12-01",-0.11669838037072,-0.200448182270916,-0.0385901733622376,-0.187035069075452,-0.0677050347222456,-0.122043338033216,-0.0605159499795258,-0.128449215787853,-0.12974868118794,-0.0840472457755186,-0.177126577356676,-0.0130458461243671,-0.0953201400687151,-0.0864276248399487,-0.115274703296703
"2019-01-01",0.0551540302030546,0.113983148116377,0.0586032260798295,0.150326797385621,0.271569205021564,0.0602335261145199,0.0164731369154441,0.106362688762033,-0.116857014208965,0.0281579206458602,0.204538323353294,0.104397061025048,0.0841120875018724,0.0532585124997018,0.10209912800648
"2019-02-01",0.0403147796165011,-0.00391386636846525,0.0256572159128963,-0.00340909090909103,-0.0314356286347636,0.00830918840579709,-0.0579680228969868,0.0680727738750198,-0.0574143748066303,0.0727760126400459,0.0695970677761102,0.0470201043119236,-0.00527120045220741,0.0352628754245798,0.0711145924338581
"2019-03-01",0.097025720948047,-0.108616359567321,0.0320394077131385,0.0011402508551881,0.0324559002624198,-0.0299923147758498,0.0335245037494485,-0.0298956073831407,-0.0306575219581476,0.0527537539297844,0.0110078519812169,-0.0177301288558219,0.00579599788483121,0.00771208201439322,0.110585036715225
"2019-04-01",0.0564359103411831,0.0761964735516372,0.0214925731343285,0.190205011389522,0.160237516824794,0.146399284409781,0.0469483558056263,0.110507671101977,-0.0203911768459768,0.107342748730834,0.0176626896848444,0.0429878048092602,-0.0467044052086557,-0.012755165409593,0.0215063660396104
"2019-05-01",-0.127572588105572,-0.203335283791691,0.00666277007611549,-0.0889952153110047,-0.0823681152751224,-0.0869453144262307,0.00142682426769625,0.0156302229118077,-0.12616826142021,-0.0529862609654091,-0.224679024615335,-0.12171243033787,-0.0668393851497878,-0.0122738699054868,-0.173529948061584
"2019-06-01",0.130519164256388,0.197576239441792,0.0219461093144644,0.0745798319327733,0.0875077416605188,0.0551151760580897,0.0364338889388582,0.0738465154350487,0.0432668449197862,0.0831177797542042,0.18337929520456,0.0882810226637414,-0.0143747366123694,0.0958141922825377,0.0508360223225675
"2019-07-01",0.076394478338667,-0.0643974527936996,-0.00227251443534804,-0.0684261974584556,0.00637303626943009,0.0375670562370198,0.0335821497872015,-0.00376848755593229,0.0591799188807045,0.0172439301231151,0.163254703291008,0.0247766774786187,0.0152729223608201,0.016114623462526,0.00299016449156531
"2019-08-01",-0.0201839473398782,-0.137659816453622,0.0380367165023738,-0.0377754459601258,-0.0440714522796983,-0.052931025862069,0.0457913728711501,0.0605792064844419,-0.350637923449186,0.0116679896773175,0.00846515946681126,-0.0177844823641112,-0.0817508954701153,0.0355359481802042,-0.0963585518815706
"2019-09-01",0.0729615580875358,0.0250855197675985,0.0278661540786362,-0.00109051254089421,-0.0408789577301552,0.0712725371265928,-0.0109011989298473,0.0154903887749755,0.0528455284552845,0.00848685616939737,-0.0534570797437598,0.11147926627219,0.0450516443527373,0.0731707925791714,0.0914338838894586
"2019-10-01",0.110684439386148,0.11457175063299,0.0074714162136531,-0.0622270742358079,0.0762016613184897,0.0614325420777884,-0.000183670098891864,-0.0343024280074984,-0.0244530244530244,0.0312162557089566,0.109684975947957,-0.04652890857174,-0.0319306212115883,0.017177642706131,0.344165022481864
"2019-11-01",0.0743286917978914,-0.0439121438427195,-0.0322068125035154,0.0547147846332947,0.0521262995708729,0.0547550200889373,-0.0189233510931471,0.0380960132384838,0.0105540897097625,0.0558695004488214,-0.000841240816850441,0.0439977093021426,0.00351748091732396,-0.0288386838743213,0.0746124877582124
